y,x,g,cntry,x1,x2,x3,obs,alt,chosen,a1,a2,a3,a1_x1,a1_x2,a1_x3,a2_x1,a2_x2,a2_x3,a3_x1,a3_x2,a3_x3
3,2,1,us,0,1,0,3140,3,1,0,0,1,0,0,0,0,0,0,0,1,0
3,2,1,us,0,1,0,3141,1,0,1,0,0,0,1,0,0,0,0,0,0,0
3,2,1,us,0,1,0,3141,2,0,0,1,0,0,0,0,0,1,0,0,0,0
3,2,1,us,0,1,0,3141,3,1,0,0,1,0,0,0,0,0,0,0,1,0
3,2,1,us,0,1,0,3142,1,0,1,0,0,0,1,0,0,0,0,0,0,0
3,2,1,us,0,1,0,3142,2,0,0,1,0,0,0,0,0,1,0,0,0,0
3,2,1,us,0,1,0,3142,3,1,0,0,1,0,0,0,0,0,0,0,1,0
3,2,1,us,0,1,0,3143,1,0,1,0,0,0,1,0,0,0,0,0,0,0
3,2,1,us,0,1,0,3143,2,0,0,1,0,0,0,0,0,1,0,0,0,0
3,2,1,us,0,1,0,3143,3,1,0,0,1,0,0,0,0,0,0,0,1,0
3,2,1,us,0,1,0,3144,1,0,1,0,0,0,1,0,0,0,0,0,0,0
3,2,1,us,0,1,0,3144,2,0,0,1,0,0,0,0,0,1,0,0,0,0
3,2,1,us,0,1,0,3144,3,1,0,0,1,0,0,0,0,0,0,0,1,0
3,2,1,us,0,1,0,3145,1,0,1,0,0,0,1,0,0,0,0,0,0,0
3,2,1,us,0,1,0,3145,2,0,0,1,0,0,0,0,0,1,0,0,0,0
3,2,1,us,0,1,0,3145,3,1,0,0,1,0,0,0,0,0,0,0,1,0
3,2,1,us,0,1,0,3146,1,0,1,0,0,0,1,0,0,0,0,0,0,0
3,2,1,us,0,1,0,3146,2,0,0,1,0,0,0,0,0,1,0,0,0,0
3,2,1,us,0,1,0,3146,3,1,0,0,1,0,0,0,0,0,0,0,1,0
3,2,1,us,0,1,0,3147,1,0,1,0,0,0,1,0,0,0,0,0,0,0
3,2,1,us,0,1,0,3147,2,0,0,1,0,0,0,0,0,1,0,0,0,0
3,2,1,us,0,1,0,3147,3,1,0,0,1,0,0,0,0,0,0,0,1,0
3,2,1,us,0,1,0,3148,1,0,1,0,0,0,1,0,0,0,0,0,0,0
3,2,1,us,0,1,0,3148,2,0,0,1,0,0,0,0,0,1,0,0,0,0
3,2,1,us,0,1,0,3148,3,1,0,0,1,0,0,0,0,0,0,0,1,0
3,2,1,us,0,1,0,3149,1,0,1,0,0,0,1,0,0,0,0,0,0,0
3,2,1,us,0,1,0,3149,2,0,0,1,0,0,0,0,0,1,0,0,0,0
3,2,1,us,0,1,0,3149,3,1,0,0,1,0,0,0,0,0,0,0,1,0
3,2,1,us,0,1,0,3150,1,0,1,0,0,0,1,0,0,0,0,0,0,0
3,2,1,us,0,1,0,3150,2,0,0,1,0,0,0,0,0,1,0,0,0,0
3,2,1,us,0,1,0,3150,3,1,0,0,1,0,0,0,0,0,0,0,1,0
3,2,1,us,0,1,0,3151,1,0,1,0,0,0,1,0,0,0,0,0,0,0
3,2,1,us,0,1,0,3151,2,0,0,1,0,0,0,0,0,1,0,0,0,0
3,2,1,us,0,1,0,3151,3,1,0,0,1,0,0,0,0,0,0,0,1,0
3,2,1,us,0,1,0,3152,1,0,1,0,0,0,1,0,0,0,0,0,0,0
3,2,1,us,0,1,0,3152,2,0,0,1,0,0,0,0,0,1,0,0,0,0
3,2,1,us,0,1,0,3152,3,1,0,0,1,0,0,0,0,0,0,0,1,0
3,2,1,us,0,1,0,3153,1,0,1,0,0,0,1,0,0,0,0,0,0,0
3,2,1,us,0,1,0,3153,2,0,0,1,0,0,0,0,0,1,0,0,0,0
3,2,1,us,0,1,0,3153,3,1,0,0,1,0,0,0,0,0,0,0,1,0
3,2,1,us,0,1,0,3154,1,0,1,0,0,0,1,0,0,0,0,0,0,0
3,2,1,us,0,1,0,3154,2,0,0,1,0,0,0,0,0,1,0,0,0,0
3,2,1,us,0,1,0,3154,3,1,0,0,1,0,0,0,0,0,0,0,1,0
3,2,1,us,0,1,0,3155,1,0,1,0,0,0,1,0,0,0,0,0,0,0
3,2,1,us,0,1,0,3155,2,0,0,1,0,0,0,0,0,1,0,0,0,0
3,2,1,us,0,1,0,3155,3,1,0,0,1,0,0,0,0,0,0,0,1,0
3,2,1,us,0,1,0,3156,1,0,1,0,0,0,1,0,0,0,0,0,0,0
3,2,1,us,0,1,0,3156,2,0,0,1,0,0,0,0,0,1,0,0,0,0
3,2,1,us,0,1,0,3156,3,1,0,0,1,0,0,0,0,0,0,0,1,0
3,2,1,us,0,1,0,3157,1,0,1,0,0,0,1,0,0,0,0,0,0,0
3,2,1,us,0,1,0,3157,2,0,0,1,0,0,0,0,0,1,0,0,0,0
3,2,1,us,0,1,0,3157,3,1,0,0,1,0,0,0,0,0,0,0,1,0
3,2,1,us,0,1,0,3158,1,0,1,0,0,0,1,0,0,0,0,0,0,0
3,2,1,us,0,1,0,3158,2,0,0,1,0,0,0,0,0,1,0,0,0,0
3,2,1,us,0,1,0,3158,3,1,0,0,1,0,0,0,0,0,0,0,1,0
3,2,1,us,0,1,0,3159,1,0,1,0,0,0,1,0,0,0,0,0,0,0
3,2,1,us,0,1,0,3159,2,0,0,1,0,0,0,0,0,1,0,0,0,0
3,2,1,us,0,1,0,3159,3,1,0,0,1,0,0,0,0,0,0,0,1,0
3,2,1,us,0,1,0,3160,1,0,1,0,0,0,1,0,0,0,0,0,0,0
3,2,1,us,0,1,0,3160,2,0,0,1,0,0,0,0,0,1,0,0,0,0
3,2,1,us,0,1,0,3160,3,1,0,0,1,0,0,0,0,0,0,0,1,0
3,2,1,us,0,1,0,3161,1,0,1,0,0,0,1,0,0,0,0,0,0,0
3,2,1,us,0,1,0,3161,2,0,0,1,0,0,0,0,0,1,0,0,0,0
3,2,1,us,0,1,0,3161,3,1,0,0,1,0,0,0,0,0,0,0,1,0
3,2,1,us,0,1,0,3162,1,0,1,0,0,0,1,0,0,0,0,0,0,0
3,2,1,us,0,1,0,3162,2,0,0,1,0,0,0,0,0,1,0,0,0,0
3,2,1,us,0,1,0,3162,3,1,0,0,1,0,0,0,0,0,0,0,1,0
3,2,1,us,0,1,0,3163,1,0,1,0,0,0,1,0,0,0,0,0,0,0
3,2,1,us,0,1,0,3163,2,0,0,1,0,0,0,0,0,1,0,0,0,0
3,2,1,us,0,1,0,3163,3,1,0,0,1,0,0,0,0,0,0,0,1,0
3,2,1,us,0,1,0,3164,1,0,1,0,0,0,1,0,0,0,0,0,0,0
3,2,1,us,0,1,0,3164,2,0,0,1,0,0,0,0,0,1,0,0,0,0
3,2,1,us,0,1,0,3164,3,1,0,0,1,0,0,0,0,0,0,0,1,0
3,2,1,us,0,1,0,3165,1,0,1,0,0,0,1,0,0,0,0,0,0,0
3,2,1,us,0,1,0,3165,2,0,0,1,0,0,0,0,0,1,0,0,0,0
3,2,1,us,0,1,0,3165,3,1,0,0,1,0,0,0,0,0,0,0,1,0
3,2,1,us,0,1,0,3166,1,0,1,0,0,0,1,0,0,0,0,0,0,0
3,2,1,us,0,1,0,3166,2,0,0,1,0,0,0,0,0,1,0,0,0,0
3,2,1,us,0,1,0,3166,3,1,0,0,1,0,0,0,0,0,0,0,1,0
3,2,1,us,0,1,0,3167,1,0,1,0,0,0,1,0,0,0,0,0,0,0
3,2,1,us,0,1,0,3167,2,0,0,1,0,0,0,0,0,1,0,0,0,0
3,2,1,us,0,1,0,3167,3,1,0,0,1,0,0,0,0,0,0,0,1,0
3,2,1,us,0,1,0,3168,1,0,1,0,0,0,1,0,0,0,0,0,0,0
3,2,1,us,0,1,0,3168,2,0,0,1,0,0,0,0,0,1,0,0,0,0
3,2,1,us,0,1,0,3168,3,1,0,0,1,0,0,0,0,0,0,0,1,0
3,2,1,us,0,1,0,3169,1,0,1,0,0,0,1,0,0,0,0,0,0,0
3,2,1,us,0,1,0,3169,2,0,0,1,0,0,0,0,0,1,0,0,0,0
3,2,1,us,0,1,0,3169,3,1,0,0,1,0,0,0,0,0,0,0,1,0
3,2,1,us,0,1,0,3170,1,0,1,0,0,0,1,0,0,0,0,0,0,0
3,2,1,us,0,1,0,3170,2,0,0,1,0,0,0,0,0,1,0,0,0,0
3,2,1,us,0,1,0,3170,3,1,0,0,1,0,0,0,0,0,0,0,1,0
3,2,1,us,0,1,0,3171,1,0,1,0,0,0,1,0,0,0,0,0,0,0
3,2,1,us,0,1,0,3171,2,0,0,1,0,0,0,0,0,1,0,0,0,0
3,2,1,us,0,1,0,3171,3,1,0,0,1,0,0,0,0,0,0,0,1,0
3,2,1,us,0,1,0,3172,1,0,1,0,0,0,1,0,0,0,0,0,0,0
3,2,1,us,0,1,0,3172,2,0,0,1,0,0,0,0,0,1,0,0,0,0
3,2,1,us,0,1,0,3172,3,1,0,0,1,0,0,0,0,0,0,0,1,0
3,2,1,us,0,1,0,3173,1,0,1,0,0,0,1,0,0,0,0,0,0,0
3,2,1,us,0,1,0,3173,2,0,0,1,0,0,0,0,0,1,0,0,0,0
3,2,1,us,0,1,0,3173,3,1,0,0,1,0,0,0,0,0,0,0,1,0
3,2,1,us,0,1,0,3174,1,0,1,0,0,0,1,0,0,0,0,0,0,0
3,2,1,us,0,1,0,3174,2,0,0,1,0,0,0,0,0,1,0,0,0,0
3,2,1,us,0,1,0,3174,3,1,0,0,1,0,0,0,0,0,0,0,1,0
3,2,1,us,0,1,0,3175,1,0,1,0,0,0,1,0,0,0,0,0,0,0
3,2,1,us,0,1,0,3175,2,0,0,1,0,0,0,0,0,1,0,0,0,0
3,2,1,us,0,1,0,3175,3,1,0,0,1,0,0,0,0,0,0,0,1,0
3,2,1,us,0,1,0,3176,1,0,1,0,0,0,1,0,0,0,0,0,0,0
3,2,1,us,0,1,0,3176,2,0,0,1,0,0,0,0,0,1,0,0,0,0
3,2,1,us,0,1,0,3176,3,1,0,0,1,0,0,0,0,0,0,0,1,0
3,2,1,us,0,1,0,3177,1,0,1,0,0,0,1,0,0,0,0,0,0,0
3,2,1,us,0,1,0,3177,2,0,0,1,0,0,0,0,0,1,0,0,0,0
3,2,1,us,0,1,0,3177,3,1,0,0,1,0,0,0,0,0,0,0,1,0
3,2,1,us,0,1,0,3178,1,0,1,0,0,0,1,0,0,0,0,0,0,0
3,2,1,us,0,1,0,3178,2,0,0,1,0,0,0,0,0,1,0,0,0,0
3,2,1,us,0,1,0,3178,3,1,0,0,1,0,0,0,0,0,0,0,1,0
3,2,1,us,0,1,0,3179,1,0,1,0,0,0,1,0,0,0,0,0,0,0
3,2,1,us,0,1,0,3179,2,0,0,1,0,0,0,0,0,1,0,0,0,0
3,2,1,us,0,1,0,3179,3,1,0,0,1,0,0,0,0,0,0,0,1,0
3,2,1,us,0,1,0,3180,1,0,1,0,0,0,1,0,0,0,0,0,0,0
3,2,1,us,0,1,0,3180,2,0,0,1,0,0,0,0,0,1,0,0,0,0
3,2,1,us,0,1,0,3180,3,1,0,0,1,0,0,0,0,0,0,0,1,0
3,2,1,us,0,1,0,3181,1,0,1,0,0,0,1,0,0,0,0,0,0,0
3,2,1,us,0,1,0,3181,2,0,0,1,0,0,0,0,0,1,0,0,0,0
3,2,1,us,0,1,0,3181,3,1,0,0,1,0,0,0,0,0,0,0,1,0
3,2,1,us,0,1,0,3182,1,0,1,0,0,0,1,0,0,0,0,0,0,0
3,2,1,us,0,1,0,3182,2,0,0,1,0,0,0,0,0,1,0,0,0,0
3,2,1,us,0,1,0,3182,3,1,0,0,1,0,0,0,0,0,0,0,1,0
3,2,1,us,0,1,0,3183,1,0,1,0,0,0,1,0,0,0,0,0,0,0
3,2,1,us,0,1,0,3183,2,0,0,1,0,0,0,0,0,1,0,0,0,0
3,2,1,us,0,1,0,3183,3,1,0,0,1,0,0,0,0,0,0,0,1,0
3,2,1,us,0,1,0,3184,1,0,1,0,0,0,1,0,0,0,0,0,0,0
3,2,1,us,0,1,0,3184,2,0,0,1,0,0,0,0,0,1,0,0,0,0
3,2,1,us,0,1,0,3184,3,1,0,0,1,0,0,0,0,0,0,0,1,0
3,2,1,us,0,1,0,3185,1,0,1,0,0,0,1,0,0,0,0,0,0,0
3,2,1,us,0,1,0,3185,2,0,0,1,0,0,0,0,0,1,0,0,0,0
3,2,1,us,0,1,0,3185,3,1,0,0,1,0,0,0,0,0,0,0,1,0
3,2,1,us,0,1,0,3186,1,0,1,0,0,0,1,0,0,0,0,0,0,0
3,2,1,us,0,1,0,3186,2,0,0,1,0,0,0,0,0,1,0,0,0,0
3,2,1,us,0,1,0,3186,3,1,0,0,1,0,0,0,0,0,0,0,1,0
3,2,1,us,0,1,0,3187,1,0,1,0,0,0,1,0,0,0,0,0,0,0
3,2,1,us,0,1,0,3187,2,0,0,1,0,0,0,0,0,1,0,0,0,0
3,2,1,us,0,1,0,3187,3,1,0,0,1,0,0,0,0,0,0,0,1,0
3,2,1,us,0,1,0,3188,1,0,1,0,0,0,1,0,0,0,0,0,0,0
3,2,1,us,0,1,0,3188,2,0,0,1,0,0,0,0,0,1,0,0,0,0
3,2,1,us,0,1,0,3188,3,1,0,0,1,0,0,0,0,0,0,0,1,0
3,2,1,us,0,1,0,3189,1,0,1,0,0,0,1,0,0,0,0,0,0,0
3,2,1,us,0,1,0,3189,2,0,0,1,0,0,0,0,0,1,0,0,0,0
3,2,1,us,0,1,0,3189,3,1,0,0,1,0,0,0,0,0,0,0,1,0
3,2,1,us,0,1,0,3190,1,0,1,0,0,0,1,0,0,0,0,0,0,0
3,2,1,us,0,1,0,3190,2,0,0,1,0,0,0,0,0,1,0,0,0,0
3,2,1,us,0,1,0,3190,3,1,0,0,1,0,0,0,0,0,0,0,1,0
3,2,1,us,0,1,0,3191,1,0,1,0,0,0,1,0,0,0,0,0,0,0
3,2,1,us,0,1,0,3191,2,0,0,1,0,0,0,0,0,1,0,0,0,0
3,2,1,us,0,1,0,3191,3,1,0,0,1,0,0,0,0,0,0,0,1,0
3,2,1,us,0,1,0,3192,1,0,1,0,0,0,1,0,0,0,0,0,0,0
3,2,1,us,0,1,0,3192,2,0,0,1,0,0,0,0,0,1,0,0,0,0
3,2,1,us,0,1,0,3192,3,1,0,0,1,0,0,0,0,0,0,0,1,0
3,2,1,us,0,1,0,3193,1,0,1,0,0,0,1,0,0,0,0,0,0,0
3,2,1,us,0,1,0,3193,2,0,0,1,0,0,0,0,0,1,0,0,0,0
3,2,1,us,0,1,0,3193,3,1,0,0,1,0,0,0,0,0,0,0,1,0
3,2,1,us,0,1,0,3194,1,0,1,0,0,0,1,0,0,0,0,0,0,0
3,2,1,us,0,1,0,3194,2,0,0,1,0,0,0,0,0,1,0,0,0,0
3,2,1,us,0,1,0,3194,3,1,0,0,1,0,0,0,0,0,0,0,1,0
3,2,1,us,0,1,0,3195,1,0,1,0,0,0,1,0,0,0,0,0,0,0
3,2,1,us,0,1,0,3195,2,0,0,1,0,0,0,0,0,1,0,0,0,0
3,2,1,us,0,1,0,3195,3,1,0,0,1,0,0,0,0,0,0,0,1,0
3,2,1,us,0,1,0,3196,1,0,1,0,0,0,1,0,0,0,0,0,0,0
3,2,1,us,0,1,0,3196,2,0,0,1,0,0,0,0,0,1,0,0,0,0
3,2,1,us,0,1,0,3196,3,1,0,0,1,0,0,0,0,0,0,0,1,0
3,2,1,us,0,1,0,3197,1,0,1,0,0,0,1,0,0,0,0,0,0,0
3,2,1,us,0,1,0,3197,2,0,0,1,0,0,0,0,0,1,0,0,0,0
3,2,1,us,0,1,0,3197,3,1,0,0,1,0,0,0,0,0,0,0,1,0
3,2,1,us,0,1,0,3198,1,0,1,0,0,0,1,0,0,0,0,0,0,0
3,2,1,us,0,1,0,3198,2,0,0,1,0,0,0,0,0,1,0,0,0,0
3,2,1,us,0,1,0,3198,3,1,0,0,1,0,0,0,0,0,0,0,1,0
3,2,1,us,0,1,0,3199,1,0,1,0,0,0,1,0,0,0,0,0,0,0
3,2,1,us,0,1,0,3199,2,0,0,1,0,0,0,0,0,1,0,0,0,0
3,2,1,us,0,1,0,3199,3,1,0,0,1,0,0,0,0,0,0,0,1,0
3,2,1,us,0,1,0,3200,1,0,1,0,0,0,1,0,0,0,0,0,0,0
3,2,1,us,0,1,0,3200,2,0,0,1,0,0,0,0,0,1,0,0,0,0
3,2,1,us,0,1,0,3200,3,1,0,0,1,0,0,0,0,0,0,0,1,0
3,2,1,us,0,1,0,3201,1,0,1,0,0,0,1,0,0,0,0,0,0,0
3,2,1,us,0,1,0,3201,2,0,0,1,0,0,0,0,0,1,0,0,0,0
3,2,1,us,0,1,0,3201,3,1,0,0,1,0,0,0,0,0,0,0,1,0
3,2,1,us,0,1,0,3202,1,0,1,0,0,0,1,0,0,0,0,0,0,0
3,2,1,us,0,1,0,3202,2,0,0,1,0,0,0,0,0,1,0,0,0,0
3,2,1,us,0,1,0,3202,3,1,0,0,1,0,0,0,0,0,0,0,1,0
3,2,1,us,0,1,0,3203,1,0,1,0,0,0,1,0,0,0,0,0,0,0
3,2,1,us,0,1,0,3203,2,0,0,1,0,0,0,0,0,1,0,0,0,0
3,2,1,us,0,1,0,3203,3,1,0,0,1,0,0,0,0,0,0,0,1,0
3,2,1,us,0,1,0,3204,1,0,1,0,0,0,1,0,0,0,0,0,0,0
3,2,1,us,0,1,0,3204,2,0,0,1,0,0,0,0,0,1,0,0,0,0
3,2,1,us,0,1,0,3204,3,1,0,0,1,0,0,0,0,0,0,0,1,0
3,2,1,us,0,1,0,3205,1,0,1,0,0,0,1,0,0,0,0,0,0,0
3,2,1,us,0,1,0,3205,2,0,0,1,0,0,0,0,0,1,0,0,0,0
3,2,1,us,0,1,0,3205,3,1,0,0,1,0,0,0,0,0,0,0,1,0
3,2,1,us,0,1,0,3206,1,0,1,0,0,0,1,0,0,0,0,0,0,0
3,2,1,us,0,1,0,3206,2,0,0,1,0,0,0,0,0,1,0,0,0,0
3,2,1,us,0,1,0,3206,3,1,0,0,1,0,0,0,0,0,0,0,1,0
3,2,1,us,0,1,0,3207,1,0,1,0,0,0,1,0,0,0,0,0,0,0
3,2,1,us,0,1,0,3207,2,0,0,1,0,0,0,0,0,1,0,0,0,0
3,2,1,us,0,1,0,3207,3,1,0,0,1,0,0,0,0,0,0,0,1,0
3,2,1,us,0,1,0,3208,1,0,1,0,0,0,1,0,0,0,0,0,0,0
3,2,1,us,0,1,0,3208,2,0,0,1,0,0,0,0,0,1,0,0,0,0
3,2,1,us,0,1,0,3208,3,1,0,0,1,0,0,0,0,0,0,0,1,0
3,2,1,us,0,1,0,3209,1,0,1,0,0,0,1,0,0,0,0,0,0,0
3,2,1,us,0,1,0,3209,2,0,0,1,0,0,0,0,0,1,0,0,0,0
3,2,1,us,0,1,0,3209,3,1,0,0,1,0,0,0,0,0,0,0,1,0
3,2,1,us,0,1,0,3210,1,0,1,0,0,0,1,0,0,0,0,0,0,0
3,2,1,us,0,1,0,3210,2,0,0,1,0,0,0,0,0,1,0,0,0,0
3,2,1,us,0,1,0,3210,3,1,0,0,1,0,0,0,0,0,0,0,1,0
3,2,1,us,0,1,0,3211,1,0,1,0,0,0,1,0,0,0,0,0,0,0
3,2,1,us,0,1,0,3211,2,0,0,1,0,0,0,0,0,1,0,0,0,0
3,2,1,us,0,1,0,3211,3,1,0,0,1,0,0,0,0,0,0,0,1,0
3,2,1,us,0,1,0,3212,1,0,1,0,0,0,1,0,0,0,0,0,0,0
3,2,1,us,0,1,0,3212,2,0,0,1,0,0,0,0,0,1,0,0,0,0
3,2,1,us,0,1,0,3212,3,1,0,0,1,0,0,0,0,0,0,0,1,0
3,2,1,us,0,1,0,3213,1,0,1,0,0,0,1,0,0,0,0,0,0,0
3,2,1,us,0,1,0,3213,2,0,0,1,0,0,0,0,0,1,0,0,0,0
3,2,1,us,0,1,0,3213,3,1,0,0,1,0,0,0,0,0,0,0,1,0
3,2,1,us,0,1,0,3214,1,0,1,0,0,0,1,0,0,0,0,0,0,0
3,2,1,us,0,1,0,3214,2,0,0,1,0,0,0,0,0,1,0,0,0,0
3,2,1,us,0,1,0,3214,3,1,0,0,1,0,0,0,0,0,0,0,1,0
3,2,1,us,0,1,0,3215,1,0,1,0,0,0,1,0,0,0,0,0,0,0
3,2,1,us,0,1,0,3215,2,0,0,1,0,0,0,0,0,1,0,0,0,0
3,2,1,us,0,1,0,3215,3,1,0,0,1,0,0,0,0,0,0,0,1,0
3,2,1,us,0,1,0,3216,1,0,1,0,0,0,1,0,0,0,0,0,0,0
3,2,1,us,0,1,0,3216,2,0,0,1,0,0,0,0,0,1,0,0,0,0
3,2,1,us,0,1,0,3216,3,1,0,0,1,0,0,0,0,0,0,0,1,0
3,2,1,us,0,1,0,3217,1,0,1,0,0,0,1,0,0,0,0,0,0,0
3,2,1,us,0,1,0,3217,2,0,0,1,0,0,0,0,0,1,0,0,0,0
3,2,1,us,0,1,0,3217,3,1,0,0,1,0,0,0,0,0,0,0,1,0
3,2,1,us,0,1,0,3218,1,0,1,0,0,0,1,0,0,0,0,0,0,0
3,2,1,us,0,1,0,3218,2,0,0,1,0,0,0,0,0,1,0,0,0,0
3,2,1,us,0,1,0,3218,3,1,0,0,1,0,0,0,0,0,0,0,1,0
3,2,1,us,0,1,0,3219,1,0,1,0,0,0,1,0,0,0,0,0,0,0
3,2,1,us,0,1,0,3219,2,0,0,1,0,0,0,0,0,1,0,0,0,0
3,2,1,us,0,1,0,3219,3,1,0,0,1,0,0,0,0,0,0,0,1,0
3,2,1,us,0,1,0,3220,1,0,1,0,0,0,1,0,0,0,0,0,0,0
3,2,1,us,0,1,0,3220,2,0,0,1,0,0,0,0,0,1,0,0,0,0
3,2,1,us,0,1,0,3220,3,1,0,0,1,0,0,0,0,0,0,0,1,0
3,2,1,us,0,1,0,3221,1,0,1,0,0,0,1,0,0,0,0,0,0,0
3,2,1,us,0,1,0,3221,2,0,0,1,0,0,0,0,0,1,0,0,0,0
3,2,1,us,0,1,0,3221,3,1,0,0,1,0,0,0,0,0,0,0,1,0
3,2,1,us,0,1,0,3222,1,0,1,0,0,0,1,0,0,0,0,0,0,0
3,2,1,us,0,1,0,3222,2,0,0,1,0,0,0,0,0,1,0,0,0,0
3,2,1,us,0,1,0,3222,3,1,0,0,1,0,0,0,0,0,0,0,1,0
3,2,1,us,0,1,0,3223,1,0,1,0,0,0,1,0,0,0,0,0,0,0
3,2,1,us,0,1,0,3223,2,0,0,1,0,0,0,0,0,1,0,0,0,0
3,2,1,us,0,1,0,3223,3,1,0,0,1,0,0,0,0,0,0,0,1,0
3,2,1,us,0,1,0,3224,1,0,1,0,0,0,1,0,0,0,0,0,0,0
3,2,1,us,0,1,0,3224,2,0,0,1,0,0,0,0,0,1,0,0,0,0
3,2,1,us,0,1,0,3224,3,1,0,0,1,0,0,0,0,0,0,0,1,0
3,2,1,us,0,1,0,3225,1,0,1,0,0,0,1,0,0,0,0,0,0,0
3,2,1,us,0,1,0,3225,2,0,0,1,0,0,0,0,0,1,0,0,0,0
3,2,1,us,0,1,0,3225,3,1,0,0,1,0,0,0,0,0,0,0,1,0
3,2,1,us,0,1,0,3226,1,0,1,0,0,0,1,0,0,0,0,0,0,0
3,2,1,us,0,1,0,3226,2,0,0,1,0,0,0,0,0,1,0,0,0,0
3,2,1,us,0,1,0,3226,3,1,0,0,1,0,0,0,0,0,0,0,1,0
3,2,1,us,0,1,0,3227,1,0,1,0,0,0,1,0,0,0,0,0,0,0
3,2,1,us,0,1,0,3227,2,0,0,1,0,0,0,0,0,1,0,0,0,0
3,2,1,us,0,1,0,3227,3,1,0,0,1,0,0,0,0,0,0,0,1,0
3,2,1,us,0,1,0,3228,1,0,1,0,0,0,1,0,0,0,0,0,0,0
3,2,1,us,0,1,0,3228,2,0,0,1,0,0,0,0,0,1,0,0,0,0
3,2,1,us,0,1,0,3228,3,1,0,0,1,0,0,0,0,0,0,0,1,0
3,2,1,us,0,1,0,3229,1,0,1,0,0,0,1,0,0,0,0,0,0,0
3,2,1,us,0,1,0,3229,2,0,0,1,0,0,0,0,0,1,0,0,0,0
3,2,1,us,0,1,0,3229,3,1,0,0,1,0,0,0,0,0,0,0,1,0
3,2,1,us,0,1,0,3230,1,0,1,0,0,0,1,0,0,0,0,0,0,0
3,2,1,us,0,1,0,3230,2,0,0,1,0,0,0,0,0,1,0,0,0,0
3,2,1,us,0,1,0,3230,3,1,0,0,1,0,0,0,0,0,0,0,1,0
3,2,1,us,0,1,0,3231,1,0,1,0,0,0,1,0,0,0,0,0,0,0
3,2,1,us,0,1,0,3231,2,0,0,1,0,0,0,0,0,1,0,0,0,0
3,2,1,us,0,1,0,3231,3,1,0,0,1,0,0,0,0,0,0,0,1,0
3,2,1,us,0,1,0,3232,1,0,1,0,0,0,1,0,0,0,0,0,0,0
3,2,1,us,0,1,0,3232,2,0,0,1,0,0,0,0,0,1,0,0,0,0
3,2,1,us,0,1,0,3232,3,1,0,0,1,0,0,0,0,0,0,0,1,0
3,2,1,us,0,1,0,3233,1,0,1,0,0,0,1,0,0,0,0,0,0,0
3,2,1,us,0,1,0,3233,2,0,0,1,0,0,0,0,0,1,0,0,0,0
3,2,1,us,0,1,0,3233,3,1,0,0,1,0,0,0,0,0,0,0,1,0
3,2,1,us,0,1,0,3234,1,0,1,0,0,0,1,0,0,0,0,0,0,0
3,2,1,us,0,1,0,3234,2,0,0,1,0,0,0,0,0,1,0,0,0,0
3,2,1,us,0,1,0,3234,3,1,0,0,1,0,0,0,0,0,0,0,1,0
3,2,1,us,0,1,0,3235,1,0,1,0,0,0,1,0,0,0,0,0,0,0
3,2,1,us,0,1,0,3235,2,0,0,1,0,0,0,0,0,1,0,0,0,0
3,2,1,us,0,1,0,3235,3,1,0,0,1,0,0,0,0,0,0,0,1,0
3,2,1,us,0,1,0,3236,1,0,1,0,0,0,1,0,0,0,0,0,0,0
3,2,1,us,0,1,0,3236,2,0,0,1,0,0,0,0,0,1,0,0,0,0
3,2,1,us,0,1,0,3236,3,1,0,0,1,0,0,0,0,0,0,0,1,0
3,2,1,us,0,1,0,3237,1,0,1,0,0,0,1,0,0,0,0,0,0,0
3,2,1,us,0,1,0,3237,2,0,0,1,0,0,0,0,0,1,0,0,0,0
3,2,1,us,0,1,0,3237,3,1,0,0,1,0,0,0,0,0,0,0,1,0
3,2,1,us,0,1,0,3238,1,0,1,0,0,0,1,0,0,0,0,0,0,0
3,2,1,us,0,1,0,3238,2,0,0,1,0,0,0,0,0,1,0,0,0,0
3,2,1,us,0,1,0,3238,3,1,0,0,1,0,0,0,0,0,0,0,1,0
3,2,1,us,0,1,0,3239,1,0,1,0,0,0,1,0,0,0,0,0,0,0
3,2,1,us,0,1,0,3239,2,0,0,1,0,0,0,0,0,1,0,0,0,0
3,2,1,us,0,1,0,3239,3,1,0,0,1,0,0,0,0,0,0,0,1,0
3,2,1,us,0,1,0,3240,1,0,1,0,0,0,1,0,0,0,0,0,0,0
3,2,1,us,0,1,0,3240,2,0,0,1,0,0,0,0,0,1,0,0,0,0
3,2,1,us,0,1,0,3240,3,1,0,0,1,0,0,0,0,0,0,0,1,0
3,2,1,us,0,1,0,3241,1,0,1,0,0,0,1,0,0,0,0,0,0,0
3,2,1,us,0,1,0,3241,2,0,0,1,0,0,0,0,0,1,0,0,0,0
3,2,1,us,0,1,0,3241,3,1,0,0,1,0,0,0,0,0,0,0,1,0
3,2,1,us,0,1,0,3242,1,0,1,0,0,0,1,0,0,0,0,0,0,0
3,2,1,us,0,1,0,3242,2,0,0,1,0,0,0,0,0,1,0,0,0,0
3,2,1,us,0,1,0,3242,3,1,0,0,1,0,0,0,0,0,0,0,1,0
3,2,1,us,0,1,0,3243,1,0,1,0,0,0,1,0,0,0,0,0,0,0
3,2,1,us,0,1,0,3243,2,0,0,1,0,0,0,0,0,1,0,0,0,0
