x,y,g,obs,alt,chosen,a1,a2,a3,x1,x2,x3,a1_x1,a1_x2,a1_x3,a2_x1,a2_x2,a2_x3,a3_x1,a3_x2,a3_x3,IN1_indic
2,1,2,2935,2,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2,1,2,2935,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
2,2,2,2936,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2,2,2,2936,2,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2,2,2,2936,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
3,3,2,2937,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
3,3,2,2937,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
3,3,2,2937,3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1
2,2,2,2938,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2,2,2,2938,2,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2,2,2,2938,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
2,2,2,2939,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2,2,2,2939,2,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2,2,2,2939,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
2,2,2,2940,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2,2,2,2940,2,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2,2,2,2940,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
2,1,2,2941,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2,1,2,2941,2,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2,1,2,2941,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
2,2,2,2942,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2,2,2,2942,2,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2,2,2,2942,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
3,1,2,2943,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
3,1,2,2943,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
3,1,2,2943,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1
1,2,2,2944,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
1,2,2,2944,2,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1,2,2,2944,3,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
3,3,2,2945,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
3,3,2,2945,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
3,3,2,2945,3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1
2,2,2,2946,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2,2,2,2946,2,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2,2,2,2946,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
1,2,2,2947,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
1,2,2,2947,2,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1,2,2,2947,3,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
3,2,2,2948,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
3,2,2,2948,2,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
3,2,2,2948,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1
3,3,2,2949,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
3,3,2,2949,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
3,3,2,2949,3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1
2,3,2,2950,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2,3,2,2950,2,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2,3,2,2950,3,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
1,1,2,2951,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
1,1,2,2951,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1,1,2,2951,3,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
1,2,2,2952,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
1,2,2,2952,2,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1,2,2,2952,3,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
1,1,2,2953,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
1,1,2,2953,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1,1,2,2953,3,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
2,3,2,2954,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2,3,2,2954,2,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2,3,2,2954,3,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
1,1,2,2955,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
1,1,2,2955,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1,1,2,2955,3,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
3,3,2,2956,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
3,3,2,2956,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
3,3,2,2956,3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1
1,2,2,2957,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
1,2,2,2957,2,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1,2,2,2957,3,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
2,2,2,2958,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2,2,2,2958,2,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2,2,2,2958,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
2,1,2,2959,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2,1,2,2959,2,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2,1,2,2959,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
2,2,2,2960,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2,2,2,2960,2,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2,2,2,2960,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
2,1,2,2961,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2,1,2,2961,2,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2,1,2,2961,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
2,2,2,2962,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2,2,2,2962,2,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2,2,2,2962,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
2,2,2,2963,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2,2,2,2963,2,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2,2,2,2963,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
1,1,2,2964,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
1,1,2,2964,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1,1,2,2964,3,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
2,2,2,2965,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2,2,2,2965,2,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2,2,2,2965,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
2,2,2,2966,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2,2,2,2966,2,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2,2,2,2966,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
2,2,2,2967,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2,2,2,2967,2,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2,2,2,2967,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
3,2,2,2968,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
3,2,2,2968,2,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
3,2,2,2968,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1
2,2,2,2969,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2,2,2,2969,2,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2,2,2,2969,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
2,2,2,2970,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2,2,2,2970,2,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2,2,2,2970,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
2,1,2,2971,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2,1,2,2971,2,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2,1,2,2971,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
2,2,2,2972,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2,2,2,2972,2,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2,2,2,2972,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
1,2,2,2973,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
1,2,2,2973,2,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1,2,2,2973,3,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
1,1,2,2974,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
1,1,2,2974,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1,1,2,2974,3,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
2,1,2,2975,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2,1,2,2975,2,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2,1,2,2975,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
2,2,2,2976,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2,2,2,2976,2,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2,2,2,2976,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
2,2,2,2977,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2,2,2,2977,2,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2,2,2,2977,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
1,2,2,2978,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
1,2,2,2978,2,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1,2,2,2978,3,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
2,2,2,2979,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2,2,2,2979,2,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2,2,2,2979,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
2,2,2,2980,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2,2,2,2980,2,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2,2,2,2980,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
1,2,2,2981,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
1,2,2,2981,2,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1,2,2,2981,3,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
3,2,2,2982,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
3,2,2,2982,2,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
3,2,2,2982,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1
3,3,2,2983,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
3,3,2,2983,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
3,3,2,2983,3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1
1,2,2,2984,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
1,2,2,2984,2,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1,2,2,2984,3,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
3,3,2,2985,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
3,3,2,2985,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
3,3,2,2985,3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1
3,2,2,2986,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
3,2,2,2986,2,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
3,2,2,2986,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1
2,2,2,2987,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2,2,2,2987,2,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2,2,2,2987,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
2,2,2,2988,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2,2,2,2988,2,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2,2,2,2988,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
2,1,2,2989,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2,1,2,2989,2,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2,1,2,2989,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
2,3,2,2990,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2,3,2,2990,2,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2,3,2,2990,3,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
3,3,2,2991,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
3,3,2,2991,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
3,3,2,2991,3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1
2,2,2,2992,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2,2,2,2992,2,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2,2,2,2992,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
3,3,2,2993,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
3,3,2,2993,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
3,3,2,2993,3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1
2,3,2,2994,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2,3,2,2994,2,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2,3,2,2994,3,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
1,2,2,2995,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
1,2,2,2995,2,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1,2,2,2995,3,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
2,2,2,2996,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2,2,2,2996,2,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2,2,2,2996,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
3,2,2,2997,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
3,2,2,2997,2,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
3,2,2,2997,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1
2,2,2,2998,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2,2,2,2998,2,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2,2,2,2998,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
1,3,2,2999,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
1,3,2,2999,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1,3,2,2999,3,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
3,2,2,3000,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
3,2,2,3000,2,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
3,2,2,3000,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1
1,1,2,3001,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
1,1,2,3001,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1,1,2,3001,3,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
1,1,2,3002,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
1,1,2,3002,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1,1,2,3002,3,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
3,3,2,3003,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
3,3,2,3003,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
3,3,2,3003,3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1
1,3,2,3004,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
1,3,2,3004,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1,3,2,3004,3,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
2,3,2,3005,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2,3,2,3005,2,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2,3,2,3005,3,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
2,2,2,3006,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2,2,2,3006,2,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2,2,2,3006,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
3,3,2,3007,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
3,3,2,3007,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
3,3,2,3007,3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1
3,3,2,3008,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
3,3,2,3008,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
3,3,2,3008,3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1
1,2,2,3009,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
1,2,2,3009,2,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1,2,2,3009,3,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
2,2,2,3010,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2,2,2,3010,2,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2,2,2,3010,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
2,1,2,3011,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2,1,2,3011,2,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2,1,2,3011,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
1,1,2,3012,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
1,1,2,3012,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1,1,2,3012,3,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
2,2,2,3013,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2,2,2,3013,2,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2,2,2,3013,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
3,2,2,3014,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
3,2,2,3014,2,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
3,2,2,3014,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1
1,1,2,3015,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
1,1,2,3015,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1,1,2,3015,3,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
2,2,2,3016,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2,2,2,3016,2,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2,2,2,3016,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
2,2,2,3017,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2,2,2,3017,2,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2,2,2,3017,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
1,2,2,3018,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
1,2,2,3018,2,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1,2,2,3018,3,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
1,1,2,3019,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
1,1,2,3019,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1,1,2,3019,3,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
1,2,2,3020,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
1,2,2,3020,2,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1,2,2,3020,3,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
2,3,2,3021,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2,3,2,3021,2,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2,3,2,3021,3,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
2,3,2,3022,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2,3,2,3022,2,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2,3,2,3022,3,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
1,2,2,3023,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
1,2,2,3023,2,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1,2,2,3023,3,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
2,3,2,3024,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2,3,2,3024,2,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2,3,2,3024,3,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
3,2,2,3025,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
3,2,2,3025,2,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
3,2,2,3025,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1
2,3,2,3026,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2,3,2,3026,2,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2,3,2,3026,3,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
2,1,2,3027,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2,1,2,3027,2,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2,1,2,3027,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
2,2,2,3028,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2,2,2,3028,2,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2,2,2,3028,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
3,2,2,3029,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
3,2,2,3029,2,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
3,2,2,3029,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1
3,3,2,3030,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
3,3,2,3030,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
3,3,2,3030,3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1
1,1,2,3031,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
1,1,2,3031,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1,1,2,3031,3,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
1,2,2,3032,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
1,2,2,3032,2,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1,2,2,3032,3,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
2,3,2,3033,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2,3,2,3033,2,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2,3,2,3033,3,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
2,3,2,3034,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2,3,2,3034,2,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2,3,2,3034,3,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
1,3,2,3035,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
1,3,2,3035,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1,3,2,3035,3,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
1,2,2,3036,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
1,2,2,3036,2,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1,2,2,3036,3,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
2,2,2,3037,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2,2,2,3037,2,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2,2,2,3037,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
2,2,2,3038,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
